Id,Condition,Label,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,ScaleX,ScaleY,ScaleZ,Label,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,ScaleX,ScaleY,ScaleZ
0,0,Cube,-3.82,2.29,0.11,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,2.88,0.36,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,3.16,0.58,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,3.38,0.94,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,3.4,1.07,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,3.43,1.21,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,3.33,1.31,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,3.2,1.46,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,2.38,1.65,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.67,1.59,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.29,1.39,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.9,1.04,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.24,0.44,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-0.2,-0.27,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-0.4,-0.82,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-0.57,-1.86,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-0.44,-2.79,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-0.06,-3.64,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.57,-4.11,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.96,-4.11,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.43,-3.72,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,2.17,-1.7,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,2.37,-0.72,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,2.29,0.31,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.22,1.78,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.79,2.06,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-0.69,2.47,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-1.43,2.46,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-2.54,2.05,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-2.99,1.79,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-3.38,1.25,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-3.51,0.93,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-3.45,0.2,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-2.74,-0.37,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-1.7,-0.73,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.15,-0.68,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.37,-0.17,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,2.72,1.19,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,2.99,1.94,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,3.04,2.37,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,2.7,2.96,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,2.42,3.21,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.76,3.38,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.23,3.46,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.5,3.22,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.17,2.96,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-0.08,2.58,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-0.24,1.55,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,-0.07,0.78,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.41,-0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,0.84,-0.51,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.27,-0.59,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.53,-0.4,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.67,-0.2,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.76,0,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.39,-2.62,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.19,-2.81,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,1.69,-3.51,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,0.46,-5.01,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,0.19,-5.32,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,-0.32,-6.11,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,-0.57,-6.14,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,-0.89,-6.18,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,-1.36,-6.08,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,-1.6,-5.88,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,-1.69,-5.51,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,-1.66,-5.29,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,-0.95,-2.09,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,0.03,0.82,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,0.81,3.04,0,0,0,1,1,1,1
0,0,Cube,-3.82,1.78,0.1,0,0,0,1,1,1,1,Sphere,0,2.05,5.54,0,0,0,1,1,1,1
